3,2.25
4,4
5,6.25
6,9
7,12.25
8,16
9,20.25
10,25
11,30.25
12,36
13,42.25
14,49
15,56.25
16,64
17,72.25
18,81
19,90.25
20,100
21,110.25
22,121
23,132.25
24,144
25,156.25
26,169
27,182.25
28,196
29,210.25
30,225
31,240.25
32,256
33,272.25
34,289
35,306.25
36,324
37,342.25
38,361
39,380.25
40,400
41,420.25
42,441
43,462.25
44,484
45,506.25
46,529
47,552.25
48,576
49,600.25
50,625
51,650.25
52,676
53,702.25
54,729
55,756.25
56,784
57,812.25
58,841
59,870.25
60,900
61,930.25
62,961
63,992.25
64,1024
65,1056.25
66,1089
67,1122.25
68,1156
69,1190.25
70,1225
71,1260.25
72,1296
73,1332.25
74,1369
75,1406.25
76,1444
77,1482.25
78,1521
79,1560.25
80,1600
81,1640.25
82,1681
83,1722.25
84,1764
85,1806.25
86,1849
87,1892.25
88,1936
89,1980.25
90,2025
91,2070.25
92,2116
93,2162.25
94,2209
95,2256.25
96,2304
97,2352.25
98,2401
99,2450.25
100,2500
