3,117.456
4,163.087
5,273.548
6,253.125
7,300.089
8,349.428
9,611.181
10,481.57
11,507.403
12,553.202
13,609.932
14,764.368
15,718.821
16,1172.92
17,834.537
18,899.942
19,1381.57
20,1152.89
21,1245.54
22,1225.82
23,1366.39
24,1324.16
25,1416.68
26,1384.27
27,1567.96
28,1550.48
29,3499.11
30,3431.23
31,1726.46
32,2262.81
33,1884.57
34,2293.06
35,2016.41
36,1933.54
37,2177.11
38,2161.38
39,2095.12
40,2601.63
41,3021.57
42,2298.29
43,2637.67
44,3241.56
45,4540.66
46,2870.57
47,2905.86
48,3601.77
49,6902.42
50,5559.66
51,3643.14
52,3250.04
53,3757.74
54,5613.52
55,3292.55
56,3403.3
57,3181.53
58,3239.29
59,3529.14
60,3338.96
61,4797.71
62,3947.2
63,4050.04
64,3650.76
65,3938.9
66,3788.74
67,4827.14
68,4163.13
69,5263.26
70,4083.58
71,4200.48
72,4183.6
73,4227.27
74,4349.57
75,6123.92
76,4463.66
77,5065.76
78,4859.5
79,5954.31
80,4600.21
81,5239.37
82,5858.01
83,5833.82
84,4983.99
85,5986.12
86,6286.85
87,5635.41
88,7212.1
89,5389.8
90,5341.25
91,5195.62
92,7785
93,8753.54
94,6051.23
95,7007.08
96,6393.52
97,5683.17
98,5934.46
99,7146.18
100,6974.6
